code,name,orgId
002435,长江健康,9900012933
002436,兴森科技,9900012934
002437,誉衡药业,9900012988
002438,江苏神通,9900012990
002439,启明星辰,9900012989
002440,闰土股份,9900013207
002441,众业达,9900013208
002442,龙星化工,9900013209
002443,金洲管道,9900013210
002444,巨星科技,9900013367
002445,中南文化,9900013368
002446,盛路通信,9900013369
002447,晨鑫退,9900013370
002448,中原内配,9900013432
002449,国星光电,9900013434
002450,康得退,9900013433
002451,摩恩电气,9900013507
002452,长高电新,9900013508
002453,华软科技,9900013509
002454,松芝股份,9900013510
002455,百川股份,9900013692
002456,欧菲光,9900013691
002457,青龙管业,9900013690
002458,益生股份,9900013789
002459,晶澳科技,9900013788
002460,赣锋锂业,9900013787
002461,珠江啤酒,9900011107
002462,嘉事堂,9900013928
002463,沪电股份,9900013929
002464,众应退,9900014187
002465,海格通信,9900014188
002466,天齐锂业,9900014189
002467,二六三,9900014250
002468,申通快递,9900014251
002469,三维化学,9900014267
002471,中超控股,9900014367
002472,双环传动,9900014368
002473,圣莱退,9900014369
002474,榕基软件,9900014447
002475,立讯精密,9900014448
002476,宝莫股份,9900014449
002477,雏鹰退,9900014450
002478,常宝股份,9900014607
002479,富春环保,9900014608
002480,新筑股份,9900014609
002481,双塔食品,9900014610
002483,润邦股份,9900014776
002484,江海股份,9900014777
002486,嘉麟杰,9900014995
002487,大金重工,9900014996
002488,金固股份,9900015174
002489,浙江永强,9900015175
002490,山东墨龙,gshk0000568
002491,通鼎互联,9900015177
002492,恒基达鑫,9900015501
002493,荣盛石化,9900015502
002494,华斯股份,9900015503
002495,佳隆股份,9900015504
002496,辉丰股份,9900015672
002497,雅化集团,9900015673
002498,汉缆股份,9900015674
002500,山西证券,qsgn0000279
002501,利源精制,9900015790
002502,鼎龙文化,9900015791
002503,搜于特,9900015792
002505,鹏都农牧,9900015880
002506,协鑫集成,9900015881
002507,涪陵榨菜,9900015937
002508,老板电器,9900015938
002509,天茂退,9900015939
002510,天汽模,9900015998
002511,中顺洁柔,9900015999
002512,达华智能,9900016127
002513,蓝丰生化,9900016128
002514,宝馨科技,9900016129
002515,金字火腿,9900016130
002516,旷达科技,9900016207
002517,恺英网络,9900016208
002518,科士达,9900016209
002519,银河电子,9900016210
002520,日发精机,9900016327
002521,齐峰新材,9900016328
002522,浙江众成,9900016329
002523,天桥起重,9900016330
002524,光正眼科,9900016430
002526,山东矿机,9900016432
002527,新时达,9900016567
002528,英飞拓,9900016568
002529,海源复材,9900006138
002530,金财互联,9900016747
002531,天顺风能,9900016748
002532,天山铝业,9900016749
002533,金杯电工,9900016750
002534,西子洁能,9900016928
002536,飞龙股份,9900016931
002537,海联金汇,9900016929
002538,司尔特,9900017115
002539,云图控股,9900017116
002540,亚太科技,9900017117
002541,鸿路钢构,9900017118
002542,中化岩土,9900017427
002543,万和电气,9900017428
002544,普天科技,9900017429
002545,东方铁塔,9900017607
002546,新联电子,9900017608
002547,春兴精工,9900017828
002548,金新农,9900017829
002549,凯美特气,9900017827
002550,千红制药,9900017830
002551,尚荣医疗,9900018063
002552,宝鼎科技,9900018064
002553,南方精工,9900018065
002554,惠博普,9900018066
002555,三七互娱,9900018279
002556,辉隆股份,9900018282
002557,洽洽食品,9900018281
002558,巨人网络,9900018280
002559,亚威股份,9900018387
002560,通达股份,9900018388
002561,徐家汇,9900018389
002562,兄弟科技,9900018667
002563,森马服饰,9900018668
002564,天沃科技,9900018669
002565,顺灏股份,9900018830
002566,益盛药业,9900018831
002567,唐人神,9900018892
002568,百润股份,9900018893
002570,贝因美,9900019035
002571,德力股份,9900019036
002572,索菲亚,9900019037
002573,清新环境,9900019152
002574,明牌珠宝,9900019212
002575,群兴玩具,9900019213
002576,通达动力,9900019312
002577,雷柏科技,9900019313
002578,闽发铝业,9900019314
002579,中京电子,9900019410
002580,圣阳股份,9900019411
002581,未名医药,9900019530
002582,好想你,9900019704
002583,海能达,9900019838
002584,西陇科学,9900019958
002585,双星新材,9900019959
002587,奥拓电子,9900020087
002588,史丹利,9900020088
002589,瑞康医药,9900020089
002590,万安科技,9900020090
002591,恒大高新,9900009048
002593,日上集团,9900020387
002594,比亚迪,gshk0001211
002595,豪迈科技,9900020389
002596,海南瑞泽,9900020487
002597,金禾实业,9900020703
002598,山东章鼓,9900020704
002599,盛通股份,9900020847
002600,领益智造,9900020848
002601,龙佰集团,9900020849
002602,世纪华通,9900021007
002603,以岭药业,9900021072
002604,龙力退,9900021073
002605,姚记科技,9900021171
002606,大连电瓷,9900021172
002607,中公教育,9900021221
002608,江苏国信,9900021237
002609,捷顺科技,9900021238
002610,爱康科技,9900021243
002611,东方精工,9900021298
002612,朗姿股份,9900021326
002613,北玻股份,9900021350
002614,奥佳华,9900021412
002615,哈尔斯,9900021413
002616,长青集团,9900021434
002617,露笑科技,9900021430
002618,丹邦退,9900021431
002620,瑞和股份,9900021475
002621,美吉姆,9900021476
002622,皓宸医疗,9900021500
002623,亚玛顿,9900021501
002624,完美世界,9900021520
002625,光启技术,9900021556
002626,金达威,9900021528
002627,三峡旅游,9900021537
002628,成都路桥,9900021545
002629,仁智股份,9900021552
002630,华西能源,9900021630
002631,德尔未来,9900021631
002632,道明光学,9900021691
002633,申科股份,9900021749
002634,棒杰股份,9900021794
002635,安洁科技,9900021759
002636,金安国纪,9900021766
002637,赞宇科技,9900021767
002638,勤上股份,9900021768
002639,雪人股份,9900021772
002640,跨境通,9900021795
002641,公元股份,9900021802
002642,荣联科技,9900021847
002643,万润股份,9900021848
002644,佛慈制药,9900021870
002645,华宏科技,9900021858
002646,天佑德酒,9900021859
002647,仁东控股,9900021885
002648,卫星化学,9900021886
002649,博彦科技,9900021913
002650,加加食品,9900021914
002651,利君股份,9900021920
002652,扬子新材,9900021982
002653,海思科,9900021961
002654,万润科技,9900022054
002655,共达电声,9900022079
002657,中科金财,9900022100
002658,雪迪龙,9900022113
002659,凯文教育,9900022143
002660,茂硕电源,9900022169
002661,克明食品,9900022153
002662,京威股份,9900022144
002663,普邦股份,9900022158
002664,信质集团,9900022159
002665,首航高科,9900022236
002666,德联集团,9900022216
002667,鞍重股份,9900022274
002668,奥马电器,9900022336
002669,康达新材,9900022368
002670,国盛金控,9900022401
002671,龙泉股份,9900022509
002672,东江环保,gshk0008230
002673,西部证券,qsgn0000644
002674,兴业科技,9900022573
002675,东诚药业,9900022707
002676,顺威股份,9900022708
002677,浙江美大,9900022709
002678,珠江钢琴,9900022739
002679,福建金森,9900022738
002680,长生退,9900022758
002681,奋达科技,9900022749
002682,龙洲股份,9900022781
002683,广东宏大,9900006140
002684,猛狮退,9900022788
002685,华东重机,9900022782
002686,亿利达,9900022841
002687,乔治白,9900022920
002688,金河生物,9900023128
002689,远大智能,9900022993
002690,美亚光电,9900023234
002691,冀凯股份,9900023236
002693,双成药业,9900022952
002694,顾地科技,9900023214
002695,煌上煌,9900023215
002696,百洋股份,9900023143
002697,红旗连锁,9900023218
002698,博实股份,9900023192
002701,奥瑞金,9900023208
002702,海欣食品,9900023240
002703,浙江世宝,gshk0008331
002705,新宝股份,9900023005
002706,良信股份,9900023117
002707,众信旅游,9900023126
002708,光洋股份,9900023255
002709,天赐材料,9900022986
002711,欧浦退,9900023014
002712,思美传媒,9900022963
002713,东易日盛,9900022996
002714,牧原股份,9900022995
002715,登云股份,9900023194
002716,金贵银业,9900023224
002717,岭南股份,9900023171
002718,友邦吊顶,9900022985
002719,麦趣尔,9900023119
002721,金一文化,9900023233
002722,物产金轮,9900023197
002723,小崧股份,9900027909
002724,海洋王,9900023121
002725,跃岭股份,9900023238
002726,龙大美食,9900023003
002727,一心堂,9900023195
002728,特一药业,9900023186
002729,好利科技,9900023135
002730,电光科技,9900023237
002731,萃华珠宝,9900022974
002732,燕塘乳业,9900022959
002733,雄韬股份,9900023165
002734,利民股份,9900022967
002735,王子新材,9900023181
002736,国信证券,9900004734
002737,葵花药业,9900023185
002738,中矿资源,9900015289
002739,万达电影,9900022983
002741,光华科技,9900023101
002743,富煌钢构,9900023252
002745,木林森,9900023188
002746,仙坛股份,9900023137
002747,埃斯顿,9900022936
002748,世龙实业,9900023138
002749,国光股份,9900023788
002750,龙津药业,9900022997
002752,昇兴股份,9900022981
002753,永东股份,9900022937
002755,奥赛康,9900022950
002756,永兴材料,9900022998
002757,南兴股份,9900023647
002758,浙农股份,9900023652
002759,天际股份,9900023778
002760,凤形股份,9900023679
002761,浙江建投,9900023671
002762,金发拉比,9900023705
002763,汇洁股份,9900023669
002765,蓝黛科技,9900023682
002766,索菱股份,9900023703
002767,先锋电子,9900023515
002768,国恩股份,9900023787
002769,普路通,9900023993
002770,科迪退,9900023753
002771,真视通,9900023511
002772,众兴菌业,9900024538
002773,康弘药业,9900022951
002774,快意电梯,9900030589
002775,文科园林,9900023734
002777,久远银海,9900023743
002778,中晟高科,9900023987
002779,中坚科技,9900023448
002780,三夫户外,9900023789
002782,可立克,9900023239
002783,凯龙股份,9900022957
002785,万里石,9900023763
002786,银宝山新,9900023708
002787,华源控股,9900026421
002788,鹭燕医药,9900023613
002789,建艺集团,9900026451
002790,瑞尔特,9900024907
002791,坚朗五金,9900023709
002792,通宇通讯,9900023217
002793,罗欣药业,9900026645
002795,永和智控,9900026670
002796,世嘉科技,9900026564
002797,第一创业,qsgn0000069
002798,帝欧家居,9900023663
002799,环球印务,9900023953
002800,天顺股份,9900026802
002801,微光股份,9900026210
002802,洪汇新材,9900024761
002803,吉宏股份,9900026644
002805,丰元股份,9900023727
002806,华锋股份,9900024944
002807,江阴银行,9900022947
002808,恒久科技,9900010487
002809,红墙股份,9900026563
002810,山东赫达,9900026449
002811,郑中设计,9900026798
002812,恩捷股份,9900026450
002813,路畅科技,9900026536
002815,崇达技术,9900023139
002816,和科达,9900026779
002817,黄山胶囊,9900026805
002818,富森美,9900026774
002819,东方中科,9900024446
002820,桂发祥,9900027320
002821,凯莱英,9900026806
002822,中装建设,9900027671
002823,凯中精密,9900028776
002824,和胜股份,9900029032
002825,纳尔股份,9900028910
002826,易明医药,9900032175
002827,高争民爆,9900031912
002828,贝肯能源,9900028824
002829,星网宇达,9900028875
002830,名雕股份,9900023978
002831,裕同科技,9900029473
002832,比音勒芬,9900026776
002833,弘亚数控,9900029438
002835,同为股份,9900028957
002836,新宏泽,GD030325
002837,英维克,9900029666
002838,道恩股份,9900022768
002839,张家港行,9900022943
002840,华统股份,9900023469
002841,视源股份,9900029752
002842,翔鹭钨业,9900029049
002843,泰嘉股份,9900023212
002845,同兴达,9900029474
002846,英联股份,9900030302
002847,盐津铺子,9900030301
002848,高斯贝尔,9900029751
002849,威星智能,9900033359
002850,科达利,9900029916
002851,麦格米特,9900023251
002852,道道全,9900030528
002853,皮阿诺,9900030400
002855,捷荣技术,9900030092
002856,美芝股份,9900028823
002857,三晖电气,9900029748
002858,力盛体育,9900029827
002859,洁美科技,9900030782
002860,星帅尔,9900023097
002861,瀛通通讯,9900029915
002862,实丰文化,9900030606
002863,今飞凯达,9900030825
002864,盘龙药业,9900034531
002865,钧达股份,9900029046
002866,传艺科技,9900031481
002867,周大生,9900029978
002868,绿康生化,9900030698
002869,金溢科技,9900030824
002870,香山股份,9900030780
002871,伟隆股份,9900030830
002873,新天药业,9900023814
002875,安奈儿,9900030588
002876,三利谱,9900030828
002877,智能自控,9900031501
002878,元隆雅图,9900030663
002879,长缆科技,9900031441
002880,卫光生物,9900031439
002881,美格智能,9900032572
002882,金龙羽,9900030699
002883,中设股份,9900031776
002884,凌霄泵业,9900031445
002885,京泉华,9900032561
002886,沃特股份,9900031440
002887,绿茵生态,9900031819
002888,惠威科技,9900032420
002889,东方嘉盛,9900014832
002890,弘宇股份,9900031913
002891,中宠股份,9900032780
002892,科力尔,9900032990
002893,华通热力,GD116217
002895,川恒股份,9900032889
002896,中大力德,9900033209
002897,意华股份,9900032890
002898,赛隆药业,9900032573
002899,英派斯,9900033211
002900,哈三联,9900031438
002901,大博医疗,9900032888
002902,铭普光磁,9900030783
002903,宇环数控,9900033226
002905,金逸影视,9900023145
002906,华阳集团,9900030637
002907,华森制药,9900033357
002908,德生科技,9900033187
002909,集泰股份,9900031818
002910,庄园牧场,9900025273
002911,佛燃能源,9900023979
002912,中新赛克,9900033221
002913,奥士康,9900033854
002915,中欣氟材,9900033856
002916,深南电路,9900022488
002917,金奥博,9900034453
002918,蒙娜丽莎,9900033052
002919,名臣健康,9900033207
002920,德赛西威,9900032987
002921,联诚精密,9900033213
002922,伊戈尔,9900023654
002923,润都股份,9900025272
002925,盈趣科技,9900033915
002926,华西证券,qsgn0000140
002927,泰永长征,9900035338
002928,华夏航空,9900034642
002929,润建股份,gfbj0834571
002930,宏川智慧,gfbj0834337
002931,锋龙股份,9900035297
002932,明德生物,gfbj0430591
002933,新兴装备,9900033914
002935,天奥电子,9900031437
002936,郑州银行,9900011028
002937,兴瑞科技,9900035540
002938,鹏鼎控股,9900036236
002939,长城证券,qsgn0000030
002940,昂利康,9900035538
002941,新疆交建,9900024967
002942,新农股份,gfbj0831868
002943,宇晶股份,gfbj0834124
002945,华林证券,qsgn0000869
002946,新乳业,9900035998
002947,恒铭达,9900035996
002948,青岛银行,9900025494
002949,华阳国际,gfbj0836762
002950,奥美医疗,9900036281
002951,金时科技,9900036403
002952,亚世光电,gfbj0832840
002953,日丰股份,9900030006
002955,鸿合科技,9900037182
002956,西麦食品,9900036485
002957,科瑞技术,9900036562
002958,青农商行,9900031174
002959,小熊电器,9900037093
002960,青鸟消防,9900029804
002961,瑞达期货,9900030586
002962,五方光电,9900037010
002963,豪尔赛,9900037235
002965,祥鑫科技,9900030905
002966,苏州银行,9900027389
002967,广电计量,gfbj0832462
002968,新大正,gfbj0870776
002969,嘉美包装,9900037304
002970,锐明技术,9900033057
002971,和远气体,9900037686
002972,科安达,9900030394
002973,侨银股份,9900037236
002975,博杰股份,9900038155
002976,瑞玛精密,9900038395
002977,天箭科技,9900037750
002978,安宁股份,9900034946
002979,雷赛智能,9900023947
002980,华盛昌,9900037842
002981,朝阳科技,9900035176
002982,湘佳股份,gfbj0831102
002983,芯瑞达,9900038397
002984,森麒麟,9900037009
002985,北摩高科,9900038313
002986,宇新股份,9900039828
002987,京北方,9900038942
002988,豪美新材,9900039755
002989,中天精装,9900034522
002990,盛视科技,9900039822
002991,甘源食品,9900039782
002992,宝明科技,9900035527
002993,奥海科技,9900038941
002995,天地在线,9900034850
002996,顺博合金,gfbj0833081
002997,瑞鹄模具,gfbj0837440
002998,优彩资源,9900039845
002999,天禾股份,9900033717
003000,劲仔食品,9900039825
003001,中岩大地,gfbj0835524
003002,壶化股份,9900030582
003003,天元股份,gfbj0836099
003004,声迅股份,9900036362
003005,竞业达,9900039784
003006,百亚股份,9900032173
003007,直真科技,9900039727
003008,开普检测,9900038903
003009,中天火箭,9900039724
003010,若羽臣,gfbj0834647
003011,海象新材,9900039851
003012,东鹏控股,9900035896
003013,地铁设计,9900039775
003015,日久光电,gfbj0835229
003016,欣贺股份,9900028775
003017,大洋生物,gfbj0837112
003018,金富科技,9900039757
003019,宸展光电,9900039765
003020,立方制药,9900030695
003021,兆威机电,9900039718
003022,联泓新科,9900039749
003023,彩虹集团,GD005978
003025,思进智能,9900030867
003026,中晶科技,gfbj0831214
003027,同兴环保,9900039712
003028,振邦智能,9900039781
003029,吉大正元,9900039732
003030,祖名股份,gfbj0836494
003031,中瓷电子,9900040654
003032,传智教育,gfbj0839976
003033,征和工业,9900033053
003035,南网能源,nssc1000233
003036,泰坦股份,9900023478
003037,三和管桩,9900041435
003038,鑫铂股份,9900041546
003039,顺控发展,gfbj0836242
003040,楚天龙,9900041451
003041,真爱美家,9900030776
003042,中农联合,gfbj0871103
003043,华亚智能,9900037303
003816,中国广核,9900027002
300001,特锐德,9900008270
300002,神州泰岳,9900008268
300003,乐普医疗,9900008269
300004,南风股份,9900008272
300005,探路者,9900008308
300006,莱美药业,9900008273
300007,汉威科技,9900008312
300008,天海防务,9900008271
300009,安科生物,9900008310
300010,豆神教育,9900008267
300011,鼎汉技术,9900008309
300012,华测检测,9900008369
300013,新宁物流,9900008307
300014,亿纬锂能,9900008311
300015,爱尔眼科,9900008390
300016,北陆药业,9900000621
300017,网宿科技,9900008387
300018,中元股份,9900008370
300019,硅宝科技,9900008407
300020,银江技术,9900008408
300021,大禹节水,9900008415
300022,吉峰科技,9900008412
300023,宝德退,9900008367
300024,机器人,9900004062
300025,华星创业,9900008487
300026,红日药业,9900008489
300027,华谊兄弟,9900008488
300028,金亚退,9900008411
300030,阳普医疗,9900009147
300031,宝通科技,9900008828
300032,金龙机电,9900009027
300033,同花顺,9900008416
300034,钢研高纳,9900009028
300035,中科电气,9900009150
300036,超图软件,9900009148
300037,新宙邦,9900009195
300038,数知退,9900009193
300039,上海凯宝,9900009451
300040,九洲集团,9900009407
300041,回天新材,9900009192
300042,朗科科技,9900009590
300043,星辉娱乐,9900009807
300044,赛为智能,9900009809
300045,华力创通,9900009589
300046,台基股份,9900009808
300047,天源迪科,9900009587
300048,合康新能,9900009627
300049,福瑞股份,9900009588
300050,世纪鼎利,9900009810
300051,三五互联,9900009988
300052,中青宝,9900010038
300053,欧比特,9900010151
300054,鼎龙股份,9900010037
300055,万邦达,9900010149
300056,中创环保,9900010148
300057,万顺新材,9900010150
300058,蓝色光标,9900010147
300059,东方财富,9900010488
300061,旗天科技,9900010547
300062,中能电气,9900010588
300063,天龙集团,9900010788
300064,金刚退,9900010792
300065,海兰信,9900010789
300066,三川智慧,9900010587
300067,安诺其,9900011367
300068,南都电源,9900010793
300069,金利华电,9900011368
300070,碧水源,9900011168
300071,福石控股,9900008389
300072,海新能科,9900011371
300073,当升科技,9900011167
300074,华平股份,9900011553
300075,数字政通,9900011507
300076,GQY视讯,9900011370
300077,国民技术,9900011747
300078,思创医惠,9900011554
300079,数码视讯,9900011552
300080,易成新能,9900011508
300081,恒信东方,9900012108
300082,奥克股份,9900011748
300083,创世纪,9900011551
300084,海默科技,9900011850
300085,银之杰,9900012331
300086,康芝药业,9900011987
300087,荃银高科,9900010589
300088,长信科技,9900012229
300090,盛运退,9900012228
300091,金通灵,9900012107
300092,科新机电,9900012867
300093,金刚光伏,9900012451
300094,国联水产,9900012529
300095,华伍股份,9900012793
300096,易联众,9900012227
300097,智云股份,9900012351
300098,高新兴,9900010590
300099,精准信息,9900012452
300100,双林股份,9900012868
300101,振芯科技,9900011989
300102,乾照光电,9900012935
300103,达刚控股,9900012936
300104,乐视退,9900013169
300105,龙源技术,9900011369
300106,西部牧业,9900013409
300107,建新股份,9900013328
300109,新开源,9900013441
300110,华仁药业,9900013168
300111,向日葵,9900013440
300112,万讯自控,9900013371
300113,顺网科技,9900013372
300114,中航电测,9900013408
300115,长盈精密,9900013488
300116,保力新,9900013442
300117,嘉寓股份,9900013439
300118,东方日升,9900013430
300119,瑞普生物,9900013869
300120,经纬辉开,9900013694
300121,阳谷华泰,9900013868
300122,智飞生物,9900014108
300123,亚光科技,9900014107
300124,汇川技术,9900012527
300125,聆达股份,9900013908
300126,锐奇股份,9900013087
300127,银河磁体,9900014287
300128,锦富技术,9900013693
300129,泰胜风能,9900013429
300130,新国都,9900014467
300131,英唐智控,9900014589
300132,青松股份,9900014611
300133,华策影视,9900013428
300134,大富科技,9900014469
300135,宝利国际,9900014468
300136,信维通信,9900014767
300137,先河环保,9900014612
300138,晨光生物,9900014768
300139,晓程科技,9900008827
300140,中环装备,9900015168
300141,和顺电气,9900015167
300142,沃森生物,9900014830
300143,盈康生命,9900015468
300144,宋城演艺,9900015467
300145,中金环境,9900015667
300146,汤臣倍健,9900015867
300147,香雪制药,9900015987
300148,天舟文化,9900015668
300149,睿智医药,9900015868
300150,世纪瑞尔,gfbj0430001
300151,昌红科技,9900015940
300152,新动力,9900012667
300153,科泰电源,9900015988
300154,瑞凌股份,9900015288
300155,安居宝,9900015941
300156,神雾退,9900013489
300157,恒泰艾普,9900015787
300158,振东制药,9900015689
300160,秀强股份,9900016230
300161,华中数控,9900016049
300162,雷曼光电,9900016048
300163,先锋新材,9900016229
300164,通源石油,9900016228
300165,天瑞仪器,9900016188
300166,东方国信,9900016307
300167,迪威迅,9900016311
300168,万达信息,9900015690
300169,天晟新材,9900016047
300170,汉得信息,9900016312
300171,东富龙,9900016348
300172,中电环保,9900016347
300173,福能东方,9900013170
300174,元力股份,9900016310
300175,朗源股份,9900016350
300176,派生科技,9900016527
300177,中海达,9900016529
300178,腾邦退,9900016528
300179,四方达,9900012352
300180,华峰超纤,9900016351
300181,佐力药业,9900016587
300182,捷成股份,9900016769
300183,东软载波,9900016709
300184,力源信息,9900016767
300185,通裕重工,9900017147
300186,大华农,9900017112
300187,永清环保,9900017149
300188,美亚柏科,9900017110
300189,神农科技,9900017647
300190,维尔利,9900017267
300191,潜能恒信,9900016189
300192,科德教育,9900017648
300193,佳士科技,9900016708
300194,福安药业,9900016349
300195,长荣股份,9900017111
300196,长海股份,9900017150
300197,节能铁汉,9900016710
300198,纳川股份,9900017109
300199,翰宇药业,9900017848
300200,高盟新材,9900017847
300202,聚龙退,9900018888
300203,聚光科技,9900016908
300204,舒泰神,9900017795
300205,天喻信息,9900017107
300206,理邦仪器,9900018889
300207,欣旺达,9900018948
300208,青岛中程,9900018895
300209,有棵树,9900018896
300210,森远股份,9900018894
300211,亿通科技,9900017649
300212,易华录,9900018955
300213,佳讯飞鸿,9900003829
300214,日科化学,9900017794
300215,电科院,9900019127
300216,千山退,9900016707
300217,东方电热,9900019147
300218,安利股份,9900019028
300219,鸿利智汇,9900019130
300220,金运激光,9900017108
300221,银禧科技,9900019167
300222,科大智能,9900019148
300223,北京君正,9900016187
300224,正海磁材,9900019287
300225,金力泰,9900019128
300226,上海钢联,9900019307
300227,光韵达,9900019288
300228,富瑞特装,9900019290
300229,拓尔思,9900016933
300230,永利股份,9900019371
300231,银信科技,9900019289
300232,洲明科技,9900019372
300233,金城医药,9900019392
300234,开尔新材,9900019373
300235,方直科技,9900011849
300236,上海新阳,9900019391
300237,美晨生态,9900019390
300238,冠昊生物,9900011950
300239,东宝生物,9900019827
300240,飞力达,9900019310
300241,瑞丰光电,9900020053
300242,佳云科技,9900020055
300243,瑞丰高材,9900020227
300244,迪安诊断,9900020228
300245,天玑科技,9900012791
300246,宝莱特,9900020347
300247,融捷健康,9900009149
300248,新开普,9900020349
300249,依米康,9900019309
300250,初灵信息,9900020348
300251,光线传媒,9900020527
300252,金信诺,9900020809
300253,卫宁健康,9900012530
300254,仟源医药,9900020672
300255,常山药业,9900020705
300257,开山股份,9900019129
300258,精锻科技,9900020054
300259,新天科技,9900020968
300260,新莱应材,9900020894
300261,雅本化学,9900021099
300262,巴安水务,9900021192
300263,隆华科技,9900021174
300264,佳创视讯,9900010036
300265,通光线缆,9900020970
300266,兴源环境,9900021245
300267,尔康制药,9900020971
300268,佳沃食品,9900021173
300269,联建光电,9900021097
300270,中威电子,9900021193
300271,华宇软件,9900000661
300272,开能健康,9900012230
300274,阳光电源,9900021300
300275,梅安森,9900021354
300276,三丰智能,9900021505
300277,海联讯,9900009987
300278,华昌达,9900021487
300279,和晶科技,9900021546
300280,紫天科技,9900021506
300281,金明精机,9900021558
300283,温州宏丰,9900021355
300284,苏交科,9900021076
300285,国瓷材料,9900021557
300286,安科瑞,9900021608
300287,飞利信,9900021762
300288,朗玛信息,9900021632
300289,利德曼,9900021798
300290,荣科科技,9900021761
300291,百纳千成,9900021817
300292,吴通控股,9900021844
300293,蓝英装备,9900021519
300294,博雅生物,9900021175
300295,三六五网,9900021607
300296,利亚德,9900021901
300298,三诺生物,9900021769
300299,富春股份,9900022025
300300,海峡创新,9900021956
300302,同有科技,9900022017
300303,聚飞光电,9900021028
300304,云意电气,9900021923
300305,裕兴股份,9900013327
300306,远方信息,9900021922
300307,慈星股份,9900021889
300308,中际旭创,9900022016
300310,宜通世纪,9900021892
300311,任子行,9900022001
300312,邦讯退,9900022020
300314,戴维医疗,9900021987
300315,掌趣科技,9900022022
300316,晶盛机电,9900022122
300317,珈伟新能,9900022019
300318,博晖创新,9900002321
300319,麦捷科技,9900022121
300320,海达股份,9900021984
300321,同大股份,9900012732
300322,硕贝德,9900022168
300323,华灿光电,9900022261
300324,旋极信息,9900021727
300325,德威退,9900015469
300326,凯利泰,9900021932
300327,中颖电子,9900022000
300328,宜安科技,9900022217
300329,海伦钢琴,9900022023
300331,苏大维格,9900015287
300332,天壕环境,9900022218
300333,兆日科技,9900022163
300334,津膜科技,9900022175
300335,迪森股份,9900022260
300337,银邦股份,9900022204
300339,润和软件,9900022165
300340,科恒股份,9900016909
300341,麦克奥迪,9900022266
300342,天银机电,9900022155
300343,联创股份,9900022339
300344,立方数科,9900022237
300345,华民股份,9900017148
300346,南大光电,9900022326
300347,泰格医药,9900022262
300348,长亮科技,9900022198
300349,金卡智能,9900022219
300350,华鹏飞,9900021743
300351,永贵电器,9900022667
300352,北信源,9900022471
300353,东土科技,9900006124
300354,东华测试,9900022561
300355,蒙草生态,9900022668
300357,我武生物,9900022712
300358,楚天科技,9900021891
300359,全通教育,9900022925
300360,炬华科技,9900022713
300362,天翔退,9900022325
300363,博腾股份,9900022740
300364,中文在线,9900023871
300365,恒华科技,9900022869
300366,创意信息,9900018728
300367,网力退,9900022562
300368,汇金股份,9900022682
300369,绿盟科技,9900022545
300371,汇中股份,9900022429
300372,欣泰退,9900018954
300373,扬杰科技,9900022741
300374,中铁装配,9900023105
300375,鹏翎股份,9900017650
300376,易事特,GD025312
300377,赢时胜,9900022766
300378,鼎捷软件,9900023103
300379,东方通,9900022926
300380,安硕信息,9900022857
300381,溢多利,9900019308
300382,斯莱克,9900022475
300383,光环新网,9900022357
300384,三联虹普,9900023067
300385,雪浪环境,9900022798
300386,飞天诚信,9900023058
300387,富邦股份,9900023050
300388,节能国祯,9900019671
300389,艾比森,9900022430
300390,天华超净,9900023045
300391,康跃科技,9900022767
300393,中来股份,9900023876
300394,天孚通信,9900023911
300395,菲利华,9900023110
300396,迪瑞医疗,9900022681
300397,天和防务,9900022197
300398,飞凯材料,9900023054
300399,天利科技,9900022924
300400,劲拓股份,9900022164
300401,花园生物,9900014590
300402,宝色股份,9900019027
300403,汉宇集团,9900022680
300404,博济医药,9900023849
300405,科隆股份,9900023104
300406,九强生物,9900023092
300407,凯发电气,9900023046
300408,三环集团,9900023108
300409,道氏技术,9900023868
300410,正业科技,9900023109
300411,金盾股份,9900023879
300412,迦南科技,9900023865
300413,芒果超媒,9900023257
300414,中光防雷,9900023935
300415,伊之密,9900023889
300416,苏试试验,9900023886
300417,南华仪器,9900023874
300418,昆仑万维,9900023869
300419,浩丰科技,9900022813
300420,五洋停车,9900023896
300421,力星股份,9900023918
300422,博世科,9900023882
300423,昇辉科技,9900028812
300424,航新科技,9900023797
300425,中建环能,9900023897
300426,唐德影视,9900023887
300427,红相股份,9900023902
300428,立中集团,9900023052
300429,强力新材,9900023915
300430,诚益通,9900023829
300431,暴风退,9900023920
300432,富临精工,9900023937
300433,蓝思科技,9900023791
300434,金石亚药,9900023892
300435,中泰股份,9900023930
300436,广生堂,9900023907
300437,清水源,9900023933
300438,鹏辉能源,9900023793
300439,美康生物,9900023817
300440,运达科技,9900023898
300441,鲍斯股份,9900023845
300442,润泽科技,9900023826
300443,金雷股份,9900023888
300444,双杰电气,9900006164
300445,康斯特,9900005661
300446,乐凯新材,9900023852
300447,全信股份,9900023843
300448,浩云科技,9900023831
300449,汉邦高科,9900023931
300450,先导智能,9900023846
300451,创业慧康,9900023801
300452,山河药辅,9900023363
300453,三鑫医疗,9900023828
300454,深信服,9900035739
300455,康拓红外,9900023941
300456,赛微电子,9900023823
300457,赢合科技,9900023940
300458,全志科技,9900023803
300459,汤姆猫,9900023890
